Flights Data: Example 
For each airline, u = 1,..., 16:
Y_1 = Flight time between airports (Airtime) - s_1 = 12 histogram sub-intervals,
13     .00000  .61672   .36585    .00348    .00174    .00000    .00523    .00174    .00348    .00000    .00000    .00174    
14     .07337  .28615   .19896    .05956    .04186    .07898    .10876    .10315    .04877    .00043    .00000    .00000    
15     .76391  .20936   .01719    .00645    .00263    .00048    .00000    .00000    .00000    .00000    .00000    .00000    
16     .48991  .06569   .26276    .10803    .02374    .02810    .01543    .00594    .00040    .00000    .00000    .00000       

u\Y_2  [0,5)  [5,10)  [10,15)  [15,20)  [20,25)  [25,30)  [30,35)  [35,40)  [40,50)  [50,75)  [75,100)  [100,125]    
 1    .38451  .37194  .12289   .04647   .02513   .01256   .01015   .00706   .00929   .00740   .00207    .00052    
 2    .53916  .32659  .07813   .02697   .01150   .00555   .00278   .00278   .00377   .00238   .00040    .00000    
 3    .46365  .45450  .05853   .01189   .00640   .00229   .00137   .00046   .00091   .00000   .00000    .00000    
 4    .70353  .23745  .03526   .01418   .00364   .00307   .00134   .00077   .00057   .00019   .00000    .00000    
 5    .32539  .49509  .13604   .03086   .00982   .00140   .00140   .00000   .00000   .00000   .00000    .00000    
 6    .63514  .24280  .04647   .02127   .01734   .01014   .00687   .00458   .00622   .00687   .00098    .00131    
 7    .33017  .47584  .12142   .03748   .01865   .00543   .00339   .00187   .00288   .00237   .00034    .00017    
 8    .32277  .46398  .10663   .03458   .03458   .00865   .01441   .00288   .00288   .00576   .00288    .00000    
 9    .28907  .51897  .13050   .02883   .01214   .01214   .00531   .00000   .00228   .00076   .00000    .00000    
10    .42378  .32470  .11433   .04878   .02591   .02591   .00610   .00762   .00915   .00915   .00000    .00457    
11    .42152  .37500  .11321   .04245   .01672   .01158   .00793   .00343   .00386   .00322   .00107    .00000    
12    .23559  .60009  .11621   .02860   .00908   .00726   .00227   .00045   .00000   .00045   .00000    .00000    
13    .33972  .46167  .08711   .03136   .02787   .02265   .00174   .00697   .00697   .01045   .00348    .00000    
14    .59732  .29650  .07078   .01640   .00691   .00647   .00302   .00043   .00129   .00043   .00000    .00043    
15    .61733  .32442  .04201   .00907   .00430   .00095   .00095   .00024   .00048   .00000   .00024    .00000    
16    .93154  .05738  .00594   .00277   .00119   .00079   .00040   .00000   .00000   .00000   .00000    .00000     

u\Y_3 [-40,-20)  [-20,0)  [0,20)  [20,40)  [40,60)  [60,80)  [80,100)  [100,120)  [120,140)  [140,160)  [160,200)  [200,240]     
 1     .09260    .38520   .28589  .09725   .04854   .03046   .01773     .01411     .00637     .00654     .01532     .00000    
 2     .14158    .45588   .24886  .07238   .03272   .01745   .01170     .00595     .00377     .00377     .00595     .00000    
 3     .04298    .44810   .31367  .09419   .04161   .02515   .01280     .00686     .00640     .00320     .00503     .00000   
 4     .07359    .41989   .31909  .11154   .04312   .01763   .00652     .00422     .00211     .00077     .00153     .00000     
 5     .09537    .45863   .30014  .07433   .03226   .01683   .01403     .00281     .00281     .00000     .00281     .00000    
 6     .12958    .41361   .21008  .09097   .04450   .02716   .02094     .01440     .01276     .00884     .02716     .00000    
 7     .06054    .44362   .33475  .08648   .03510   .01865   .00797     .00661     .00356     .00051     .00220     .00000   
 8     .08934    .44957   .29683  .07493   .01729   .03746   .00865     .00576     .00576     .00576     .00865     .00000    
 9     .07967    .36646   .28376  .10698   .06070   .03794   .02883     .00835     .01366     .00835     .00531     .00000    
10     .14024    .30030   .29573  .18293   .03659   .01067   .00762     .00305     .00152     .00762     .01372     .00000    
11     .07955    .34627   .27980  .12393   .06411   .03967   .02423     .01844     .00922     .00493     .00986     .00000    
12     .03949    .40899   .33727  .12483   .04585   .02224   .00817     .00635     .00227     .00136     .00318     .00000   
13     .07840    .44599   .21603  .10627   .04530   .03310   .01916     .01394     .00871     .01220     .02091     .00000    
14     .07682    .41951   .27147  .09840   .03712   .03151   .01942     .01122     .00950     .00604     .01899     .00000    
15     .10551    .55693   .22989  .06493   .02363   .01074   .00286     .00143     .00167     .00095     .00143     .00000    
16     .05857    .58726   .23823  .05540   .02928   .01187   .01029     .00317     .00198     .00079     .00317     .00000     

u\Y_4 [0,8)  [8,16)  [16,24)  [24,32)  [32,40)  [40,48)  [48,56)  [56,64)  [64,72)  [72,80)  [80,88)  [88,96]      
 1   .01687  .43580  .30878   .12513   .05370   .02496   .01136   .00740   .00499   .01102   .00000   .00000    
 2   .09974  .40472  .25223   .13405   .05870   .02499   .01190   .00516   .00357   .00496   .00000   .00000   
 3   .05761  .41198  .26932   .14769   .05624   .03109   .01280   .00503   .00137   .00686   .00000   .00000   
 4   .02779  .57877  .24722   .08317   .03910   .01016   .00479   .00287   .00211   .00402   .00000   .00000    
 5   .00561  .33941  .32959   .17251   .08555   .03787   .02104   .00421   .00421   .00000   .00000   .00000   
 6   .10995  .46073  .23920   .10046   .04221   .01963   .00916   .00687   .00393   .00785   .00000   .00000   
 7   .00967  .37850  .33593   .14601   .06427   .02900   .01509   .00627   .00526   .01001   .00000   .00000     
 8   .08934  .46398  .26225   .10663   .04900   .01153   .00865   .00576   .00288   .00000   .00000   .00000   
 9   .01897  .34901  .31259   .16313   .08877   .03642   .01669   .00986   .00152   .00303   .00000   .00000   
10   .03963  .39634  .39024   .10366   .04116   .01372   .00610   .00457   .00152   .00305   .00000   .00000   
11   .06003  .42024  .25772   .13572   .06111   .02830   .01715   .00686   .00536   .00750   .00000   .00000    
12   .03404  .45166  .26146   .11484   .06128   .03223   .01816   .01044   .00681   .00908   .00000   .00000   
13   .01742  .38502  .28920   .15157   .08537   .04704   .01568   .00697   .00000   .00174   .00000   .00000   
14   .00691  .33880  .34916   .15451   .07682   .02935   .01942   .00604   .00604   .01295   .00000   .00000   
15   .08761  .53927  .21246   .09048   .03438   .01337   .00668   .00573   .00263   .00740   .00000   .00000   
16   .41472  .48833  .06055   .02137   .00831   .00198   .00119   .00040   .00119   .00198   .00000   .00000    
 
u\Y_5 [-15,5)   [5,25)  [25,45)  [45,65)  [65,85) [85,105) [105,125) [125,145) [145,165) [165,185) [185,225) [225,265]    
 1    .67762   .16988   .05714   .03219   .01893   .01463   .00878    .00000    .00361    .00947    .00775    .00000   
 2    .77414   .12552   .04144   .01943   .01368   .00654   .00694    .00000    .00416    .00476    .00337    .00000    
 3    .78235   .10700   .04161   .02469   .01783   .01143   .00549    .00000    .00366    .00320    .00274    .00000    
 4    .59448   .27386   .08317   .02626   .01016   .00575   .00287    .00000    .00134    .00115    .00096    .00000   
 5    .84993   .07293   .03086   .01964   .01683   .00421   .00281    .00000    .00000    .00140    .00140    .00000    
 6    .65249   .14071   .06872   .04025   .02749   .01669   .01407    .00000    .01014    .01407    .01538    .00000    
 7    .77650   .14516   .04036   .01611   .01051   .00526   .00305    .00000    .00085    .00068    .00153    .00000    
 8    .63112   .24784   .04323   .02017   .02882   .00288   .00865    .00000    .00865    .00000    .00865    .00000   
 9    .70030   .12064   .06297   .04628   .02049   .01290   .01897    .00000    .00986    .00607    .00152    .00000    
10    .73323   .16463   .04726   .01677   .01220   .00305   .00457    .00000    .00152    .00762    .00915    .00000    
11    .64537   .15866   .07654   .04867   .02744   .01780   .00858    .00000    .00686    .00686    .00322    .00000    
12    .78711   .12165   .05311   .01816   .00772   .00635   .00227    .00000    .00136    .00045    .00182    .00000    
13    .71080   .12369   .05749   .03310   .01916   .00523   .01045    .00000    .01742    .01394    .00871    .00000    
14    .74234   .09754   .05697   .03064   .02201   .01381   .01252    .00000    .00216    .00993    .01208    .00000   
15    .83600   .10862   .03032   .01408   .00573   .00286   .00095    .00000    .00072    .00048    .00024    .00000   
16    .76573   .13850   .04432   .02335   .01464   .00594   .00356    .00000    .00079    .00119    .00198    .00000   
