    85   Jon     June         23.91   15.42  135.63   24.64   54.78
    86   Jon     September    30.00   12.82  158.27   23.15   50.46
    87   Leigh   August       30.27   15.94  201.38   34.30   72.89
    88   Tom     November     23.46   16.23  203.71   27.75   25.21
    89   Leigh   August       29.28   13.32  202.45   30.02   69.66
    90   Leigh   June         26.60    9.82  141.59   26.52   76.09
    91   Tom     January      25.77   18.31  199.10   26.97   16.67
    92   Leigh   October      33.35   15.31  180.55   26.17   68.14
    93   Tom     October      25.27   12.37  203.55   31.22   19.96
    94   Jon     January      21.78   17.67  200.27   20.90   48.15
    95   Jon     May          28.48   16.20  137.77   13.97   69.53
    96   Leigh   May          24.91   12.44  142.61   18.82   88.57
    97   Leigh   April        21.46    8.93  192.24   21.26   70.29
    98   Leigh   May          21.39   11.11  139.91   21.94   91.54
    99   Tom     March        22.34   10.96  200.20   32.08   23.58
   100   Jon     December     20.15   11.70  180.94   18.90   49.03
   101   Tom     March        27.13   12.54  196.86   34.35   20.28
   102   Tom     July         27.93   14.82  192.61   33.64   22.79
   103   Tom     March        28.93   18.07  196.38   29.50   16.95
   104   Leigh   April        22.81    5.30  187.63   20.18   71.15
   105   Leigh   December     35.37   11.54  181.09   19.55   71.53
   106   Leigh   August       28.50   14.22  203.17   32.63   70.28
   107   Tom     April        22.50    9.46  149.92   27.77   21.18
   108   Tom     December     20.04   11.41  218.89   26.55   20.84
   109   Leigh   February     35.79   14.57  223.35   21.18   82.56
   110   Jon     August       20.53   18.67  200.00   27.74   51.17
   111   Leigh   June         24.12   11.73  144.66   25.96   69.00
   112   Tom     February     26.16   14.72  200.18   31.98   20.73
   113   Jon     May          23.44   10.55  141.62   20.16   65.64
   114   Jon     February     23.16   13.27  221.45   20.00   49.54
   115   Leigh   January      27.67   13.63  205.15   20.93   69.04
   116   Jon     September    27.89   15.88  168.83   18.87   50.14
   117   Jon     May          23.69   14.95  146.96   21.84   69.54
   118   Jon     April        25.41    8.33  177.05   17.59   45.52
   119   Jon     December     22.37   17.00  174.90   19.71   55.10
   120   Leigh   March        37.88   11.41  189.17   25.07   63.25
   121   Leigh   August       24.73   13.53  198.91   32.03   68.30
   122   Jon     October      27.78   15.75  179.80   19.39   49.89
   123   Leigh   March        37.04   16.63  190.67   20.75   69.89
   124   Jon     January      25.53   14.34  197.26   24.42   51.37
   125   Tom     December     25.11   16.25  214.97   28.20   17.97
   126   Leigh   August       28.41    9.32  202.24   27.62   74.91
   127   Leigh   February     33.57   18.57  219.40   18.81   83.01
   128   Jon     November     20.34   14.74  176.93   19.88   50.60
   129   Leigh   March        37.88   15.52  179.97   23.56   73.54
   130   Jon     June         25.70   15.90  142.27   17.89   53.89
   131   Tom     May          22.09   13.21  148.36   29.58   25.64
   132   Leigh   February     37.11   16.19  223.98   22.82   75.69
   133   Leigh   May          27.69   10.33  142.39   21.68   89.74
   134   Leigh   September    33.88   13.73  160.03   20.00   67.88
   135   Tom     January      23.40   10.21  194.42   33.56   19.59
   136   Tom     September    19.70   10.44  202.79   30.11   25.44
   137   Leigh   October      31.12   10.95  177.86   25.15   68.44
   138   Jon     December     24.34   13.90  181.44   20.53   49.22
   139   Leigh   May          24.39   12.51  137.55   18.02   89.53
   140   Jon     July         23.05   14.71  188.00   26.03   83.05
   141   Tom     May          20.12   11.74  154.35   32.83   23.44
   142   Jon     March        25.58   17.58  187.15   23.99   51.22
   143   Leigh   February     34.97   15.88  225.74   17.39   71.63
   144   Leigh   December     31.39   11.76  179.36   19.85   70.99
   145   Tom     April        22.11   12.94  146.53   29.05   18.55
   146   Jon     September    25.06   17.57  155.73   18.66   48.08
   147   Tom     August       25.89   10.65  223.36   31.50   21.46
   148   Leigh   February     37.59   14.83  216.39   19.86   76.99
   149   Jon     August       21.48   17.47  197.88   30.38   43.00
   150   Jon     October      26.81   15.43  179.19   20.64   50.30
   151   Jon     February     24.57   16.44  222.55   19.83   48.54
   152   Leigh   December     27.81   13.60  173.93   22.46   71.31
   153   Jon     November     28.85   13.54  181.29   21.78   49.90
   154   Leigh   May          28.11   13.86  133.01   17.28   91.94
   155   Leigh   July         29.62   15.57  184.21   27.46  100.19
   156   Leigh   July         28.32   13.72  194.37   24.60  102.39
   157   Leigh   February     36.37   20.40  216.59   17.55   81.55
   158   Leigh   July         29.99   15.18  190.08   20.93  105.72
   159   Leigh   August       29.97   16.30  194.85   30.51   66.85
   160   Leigh   September    33.79   14.93  163.39   16.98   64.54
   161   Jon     September    26.24   16.36  164.25   17.10   52.76
   162   Jon     November     20.19   13.12  181.04   19.15   53.45
   163   Leigh   May          25.29   18.03  144.79   19.22   90.43
   164   Jon     April        22.55   11.58  185.75   13.83   47.27
   165   Leigh   May          29.76   13.06  140.90   22.05   87.63
   166   Leigh   June         23.47   14.27  135.86   23.45   72.68
   167   Leigh   March        32.24   15.54  190.04   22.38   69.16
   168   Leigh   April        23.60    4.64  187.64   17.95   71.36
   169   Jon     May          26.60    8.24  132.71   18.35   72.49
   170   Jon     September    23.84   16.39  157.40   19.58   50.40
   171   Leigh   February     36.38   24.44  225.33   16.71   81.34
   172   Tom     May          21.73   13.00  142.19   27.77   19.50
   173   Leigh   February     36.92   13.61  219.54   20.67   80.48
   174   Tom     July         28.02   10.69  181.08   35.89   22.08
   175   Leigh   December     29.93   12.89  179.07   21.50   70.57
   176   Tom     February     25.86   14.15  203.83   28.35   18.64
   177   Leigh   December     29.69   13.88  182.08   22.86   68.66
   178   Jon     September    23.11   10.32  156.42   18.70   49.74
   179   Leigh   March        37.49   13.38  189.98   17.80   67.32
   180   Tom     November     22.51   15.16  201.26   30.98   21.76
   181   Leigh   August       28.23   12.00  196.38   29.88   67.87
   182   Tom     December     24.65   13.07  222.73   30.13   20.63
   183   Leigh   March        34.17   19.23  192.73   19.83   73.60
   184   Tom     September    19.75   15.04  197.81   28.73   24.11
   185   Leigh   August       30.45   12.34  199.73   30.19   73.16
   186   Leigh   February     36.25   12.70  222.12   18.02   83.85
   187   Jon     June         25.49   14.33  134.48   18.46   53.11
   188   Jon     January      29.38   12.45  197.41   19.86   49.55
   189   Tom     September    23.32   14.16  200.29   29.40   16.79
   190   Leigh   July         34.38   13.77  189.74   26.05  102.06
   191   Leigh   January      35.33   12.15  195.19   20.18   75.43
   192   Tom     November     20.80   13.91  193.28   26.81   17.90
   193   Tom     October      17.67   10.64  199.77   30.08   18.04
   194   Jon     April        23.37   11.64  181.40   18.92   47.61
   195   Jon     March        26.11   14.01  189.70   18.77   51.65
   196   Jon     November     25.61   11.41  185.07   19.87   47.73
   197   Leigh   February     38.79   14.95  225.74   19.50   79.67
   198   Leigh   May          27.57   12.95  140.03   16.58   89.74
   199   Leigh   April        22.23   11.58  187.94   24.22   64.82
   200   Leigh   January      28.31   19.00  204.53   20.12   69.34
   201   Jon     December     22.81   14.84  181.06   22.69   45.28
   202   Leigh   May          26.14   17.49  140.80   19.39   85.57
   203   Leigh   August       26.73    8.90  203.21   27.18   66.53
   204   Tom     February     26.58   11.86  201.05   29.34   23.59
   205   Jon     March        21.68   17.47  192.23   19.53   50.58
   206   Tom     June         21.65   15.49  172.20   34.98   20.71
   207   Leigh   May          28.49   13.35  139.47   20.20   90.77
   208   Jon     November     23.77   12.96  173.12   18.50   54.05
   209   Jon     August       20.76   16.87  199.46   30.53   50.11
   210   Tom     November     24.80   12.24  196.91   30.94   25.84
   211   Leigh   February     33.76   16.12  219.01   23.43   79.75
   212   Jon     September    28.62   14.53  158.21   21.66   47.87
   213   Tom     April        25.61   11.85  157.23   30.25   18.84
   214   Jon     September    25.97   17.65  156.21   18.94   47.31
   215   Tom     November     23.98   15.66  199.06   30.54   24.15
   216   Tom     May          25.50   16.58  151.80   28.42   19.67
   217   Leigh   March        36.22   11.13  183.73   26.00   72.19
   218   Leigh   July         29.79   14.89  195.48   24.94  105.56
   219   Leigh   January      28.02   15.94  200.92   22.31   66.19
   220   Leigh   August       31.18   14.51  204.02   29.10   70.90
   221   Leigh   October      32.63   15.56  183.43   27.45   71.69
   222   Jon     August       22.46   13.56  199.31   31.92   49.84
   223   Jon     October      22.21   12.04  180.72   19.50   47.36
   224   Leigh   January      30.82   12.23  199.59   18.86   69.27
   225   Jon     February     28.92   15.48  214.98   20.79   51.34
   226   Leigh   October      37.48   14.79  177.68   26.02   72.53
   227   Tom     September    22.16   13.98  204.50   30.78   16.92
   228   Jon     January      24.12   14.72  195.01   16.47   49.86
   229   Leigh   July         29.02   12.91  187.70   21.46  102.37
   230   Jon     March        23.93   16.88  191.79   21.40   49.12
   231   Jon     December     19.61   13.41  178.06   17.68   48.52
   232   Tom     April        23.48   10.50  156.50   30.49   21.64
   233   Leigh   January      29.47   16.05  203.98   17.75   70.45
   234   Leigh   March        36.51   12.93  189.07   24.23   67.59
   235   Leigh   January      34.59   14.80  196.43   18.69   72.63
   236   Jon     May          27.64   12.73  141.97   20.94   69.87
   237   Jon     December     21.57    7.33  179.52   21.89   50.23
   238   Leigh   March        32.25   14.19  190.25   22.72   75.66
   239   Jon     October      23.07   13.40  187.12   18.14   50.81
   240   Leigh   December     34.29   17.63  180.96   19.33   73.26
   241   Leigh   October      31.27   12.80  180.04   22.98   70.43
   242   Leigh   June         25.99   14.02  139.10   29.07   67.88
   243   Tom     March        28.86   13.16  196.34   27.18   18.24
   244   Jon     January      23.97   18.86  205.23   23.42   49.90
   245   Leigh   October      32.39   10.27  176.76   25.97   74.74
   246   Leigh   August       32.59   17.07  196.92   33.00   66.11
   247   Leigh   November     33.24    9.01  186.18   20.01   73.00
   248   Leigh   July         28.43   18.05  192.80   25.08   98.39
   249   Jon     August       19.57   14.88  201.12   31.99   50.42
   250   Leigh   August       31.28   11.19  197.98   26.75   71.00
   251   Jon     June         25.23   17.51  142.95   18.13   55.41
   252   Tom     May          24.07   12.50  152.62   35.39   17.65
   253   Jon     July         22.25   19.69  190.22   24.76   80.50
   254   Jon     February     21.44   12.65  219.98   16.08   40.51
   255   Leigh   November     35.35   11.97  175.51   14.67   72.10
   256   Jon     December     21.52   16.30  178.25   21.03   51.57
   257   Tom     March        27.10   13.09  196.21   29.21   19.04
   258   Tom     March        26.10   12.04  196.12   25.71   24.51
   259   Jon     October      29.75   12.19  182.51   17.54   45.42
   260   Leigh   May          23.60   11.27  138.86   17.62   95.66
   261   Jon     May          27.01   13.47  136.68   16.67   72.22
   262   Tom     September    14.64   11.41  203.69   29.51   16.85
   263   Tom     January      23.50   17.32  194.76   35.61   23.44
   264   Tom     March        29.95   16.02  203.06   30.06   20.62
   265   Leigh   March        37.33   14.42  191.83   20.97   72.14
   266   Tom     July         19.51   16.15  192.57   38.74   20.26
   267   Leigh   September    29.81   14.91  160.62   18.95   71.24
   268   Leigh   March        34.58   14.34  194.55   19.99   65.55
   269   Jon     October      23.92   15.89  175.69   18.33   49.94
   270   Tom     April        20.70   16.96  143.37   26.82   17.44
   271   Jon     April        24.74   15.15  175.26   19.97   47.14
   272   Jon     February     27.00   16.07  217.45   22.86   48.97
   273   Jon     January      24.47   13.71  201.91   23.25   50.37
   274   Leigh   May          21.35   17.81  142.02   21.41   91.25
   275   Tom     January      25.64   11.12  193.53   32.57   21.90
   276   Leigh   January      29.72   13.88  194.12   18.02   70.14
   277   Tom     August       27.43   13.94  218.49   32.72   23.47
   278   Jon     July         19.03   15.30  188.44   27.30   84.34
   279   Jon     May          21.72   12.89  141.46   18.91   68.88
   280   Leigh   April        25.87   11.32  194.51   15.68   71.73
   281   Leigh   March        34.87   13.94  188.77   26.60   70.51
   282   Jon     December     22.65   19.06  180.54   16.35   50.82
   283   Tom     August       25.34   15.98  218.19   30.95   18.53
   284   Tom     September    21.78   17.21  198.71   30.60   22.16
   285   Tom     June         22.03   15.43  165.80   32.48   17.76
   286   Leigh   February     34.51   16.59  213.63   22.41   79.26
   287   Tom     March        23.44   12.91  198.55   29.90   18.07
   288   Jon     September    25.31   13.95  156.84   18.44   55.50
   289   Jon     March        27.04   15.73  188.16   27.65   46.35
   290   Leigh   December     32.19   11.63  177.56   20.33   69.41
   291   Jon     March        25.75   16.02  187.16   25.52   46.14
   292   Jon     November     25.92   14.96  177.78   18.71   48.61
   293   Tom     June         25.41   12.55  169.69   33.67   20.80
   294   Leigh   October      31.56   12.69  179.79   24.64   70.89
   295   Leigh   February     31.30   15.10  219.97   22.24   78.67
   296   Jon     July         15.19   17.21  189.26   29.52   82.44
   297   Leigh   January      31.19   13.46  200.39   22.42   70.28
   298   Jon     June         21.90   18.11  140.22   22.92   48.48
   299   Jon     March        20.78   11.94  187.97   21.10   48.76
   300   Leigh   November     34.44   15.22  181.02   23.30   61.04
   301   Tom     March        26.51   13.00  196.25   30.96   18.95
   302   Jon     December     23.28   14.32  181.55   24.82   46.68
   303   Jon     February     24.82   15.37  225.27   19.56   48.74
   304   Tom     August       22.12   11.81  217.55   28.47   21.92
   305   Tom     October      23.20   14.08  202.37   31.08   21.85
   306   Jon     June         24.48   11.23  144.53   17.15   53.00
   307   Tom     January      25.53   16.42  204.13   30.54   22.20
   308   Leigh   July         32.66   16.23  188.73   27.03  101.15
   309   Jon     January      22.69   14.08  194.87   22.09   50.21
   310   Jon     January      23.95   11.10  203.80   19.26   51.88
   311   Jon     July         19.03   11.37  185.76   24.18   76.84
   312   Leigh   November     33.53   14.84  178.76   14.44   69.63
   313   Jon     August       22.14   22.17  198.26   32.02   58.75
   314   Leigh   February     38.99   15.04  220.15   17.90   81.51
   315   Jon     November     22.60   14.81  176.27   22.43   51.22
   316   Tom     March        23.56   12.21  201.27   31.25   14.06
   317   Tom     July         19.40   17.94  193.83   31.29   24.58
   318   Leigh   December     36.38   16.36  182.61   18.73   69.68
   319   Tom     August       25.24   16.37  217.28   31.74   18.26
   320   Leigh   May          22.23   16.80  146.88   19.11   86.58
   321   Jon     November     16.91   14.72  184.56   19.73   53.73
   322   Jon     January      24.22   11.96  197.10   21.67   50.04
   323   Leigh   October      33.27   13.59  174.09   28.46   71.46
   324   Tom     November     24.33   11.26  203.30   33.99   12.92
   325   Jon     December     21.80   10.86  174.71   22.21   47.47
   326   Leigh   February     35.59   14.89  225.68   19.36   81.30
   327   Leigh   November     33.12    9.64  183.04   18.80   68.83
   328   Leigh   September    33.77   13.58  159.97   24.21   71.51
   329   Leigh   November     31.53   11.41  177.67   20.13   69.04
   330   Leigh   July         29.48   16.45  188.83   25.71  102.93
   331   Tom     June         20.55   15.06  169.44   33.68   19.42
   332   Tom     December     25.64   11.62  222.35   27.06   19.79
   333   Jon     December     22.38   13.19  181.25   14.91   51.97
   334   Tom     October      22.14   13.97  201.03   29.83   20.88
   335   Leigh   August       30.64   10.22  197.73   32.40   70.42
   336   Jon     March        26.64   17.31  191.01   25.14   50.92
   337   Leigh   July         30.82   13.65  194.27   23.45  102.79
   338   Jon     December     27.06   13.73  181.27   22.50   54.94
   339   Leigh   October      31.42   16.50  178.57   22.22   70.58
   340   Jon     November     22.62    8.96  187.30   17.68   52.34
   341   Jon     August       18.77   17.06  205.42   30.73   55.47
   342   Jon     November     20.75   14.97  185.49   21.01   45.80
   343   Tom     December     17.62   18.16  225.01   29.11   25.89
   344   Jon     December     26.60   15.61  182.86   18.68   44.75
   345   Leigh   June         23.29    8.26  136.80   26.06   67.20
   346   Tom     April        23.12    8.38  152.19   29.61   15.85
   347   Tom     May          26.35   14.51  152.18   26.15   23.52
   348   Tom     October      24.99   11.88  198.56   34.29   19.15
   349   Jon     February     27.58   16.08  216.85   18.64   53.57
   350   Tom     June         21.25   16.39  170.11   32.06   20.20
   351   Leigh   August       32.82   17.05  198.32   28.21   73.03
   352   Tom     March        28.66   15.81  203.40   33.10   21.77
   353   Tom     August       25.41   14.59  221.31   26.72   19.06
   354   Jon     December     20.52   14.77  181.21   20.82   50.06
   355   Tom     May          27.74   16.22  146.67   28.84   20.57
   356   Jon     January      26.97   12.05  199.16   21.41   53.23
   357   Jon     April        23.96   11.51  175.88   17.75   49.35
   358   Leigh   February     37.91    9.13  218.63   15.43   82.39
   359   Tom     March        23.00   14.86  206.59   28.52   18.54
   360   Tom     July         24.35   13.81  188.46   32.40   17.02
   361   Jon     December     21.78   14.74  182.61   18.15   50.23
   362   Leigh   November     36.10   16.86  178.10   19.54   74.35
   363   Jon     July         17.67   17.44  187.60   23.98   80.24
   364   Tom     June         21.94   15.66  173.13   35.93   18.69
   365   Tom     March        27.82   14.24  198.25   28.53   17.06
   366   Tom     January      28.43   16.80  200.60   32.10   19.46
   367   Leigh   August       28.50   19.90  196.12   32.76   70.56
   368   Jon     December     20.35   18.97  183.72   22.24   53.28
   369   Leigh   September    36.42    9.73  162.20   18.53   72.35
   370   Tom     June         20.49   11.79  166.00   34.45   18.17
   371   Jon     October      24.23   15.24  178.50   22.58   49.06
   372   Leigh   June         26.02   13.63  134.58   24.30   68.44
   373   Leigh   December     36.14   20.38  182.23   18.69   75.31
   374   Leigh   December     36.74   10.53  178.27   21.18   73.08
   375   Leigh   April        25.76    6.21  190.96   20.21   68.38
   376   Leigh   May          25.55   16.18  141.84   20.93   89.14
   377   Tom     April        25.48   11.13  150.48   28.55   18.72
   378   Leigh   May          27.45   14.77  141.89   19.84   92.82
   379   Leigh   December     34.81   16.57  179.15   22.53   70.90
   380   Jon     October      21.32   13.16  175.03   17.25   46.35
   381   Jon     August       23.81   16.90  202.75   30.01   47.35
   382   Tom     December     21.34   13.41  219.83   29.57   18.78
   383   Tom     May          22.15   18.13  150.38   29.33   17.47
   384   Tom     February     26.72   15.70  197.08   30.53   17.28
   385   Tom     May          23.35   18.52  152.45   30.51   19.57
   386   Tom     January      25.04   16.44  206.53   26.91   17.79
   387   Tom     February     23.80   10.66  196.12   32.20   20.34
   388   Tom     April        21.42    8.52  155.84   26.98   21.34
   389   Jon     July         17.16   17.33  192.07   23.93   80.93
   390   Tom     July         27.87   14.41  189.50   34.47   19.62
   391   Jon     June         23.27   13.88  138.67   20.15   53.27
   392   Tom     October      23.72   11.73  198.85   27.90   19.42
   393   Leigh   August       29.94    9.08  202.36   29.81   66.51
   394   Tom     April        23.99   13.32  150.01   29.41   19.76
   395   Jon     November     23.47   12.70  183.08   21.45   49.96
   396   Leigh   March        35.97   16.11  195.25   20.31   68.29
   397   Leigh   June         21.40   15.07  139.23   26.81   71.37
   398   Jon     March        29.09   19.78  186.20   18.07   56.30
   399   Leigh   March        37.82   12.45  192.86   18.92   66.63
   400   Jon     October      24.00   16.61  173.76   21.60   52.31
   401   Leigh   March        33.90   11.99  189.90   23.50   65.22
   402   Leigh   March        33.87   16.24  193.42   21.98   67.14
   403   Tom     August       25.93   18.45  218.51   27.81   21.61
   404   Tom     April        23.75   15.43  153.20   31.12   16.97
   405   Jon     June         26.02    9.25  137.12   18.99   46.24
   406   Leigh   September    35.18   15.31  159.99   22.37   67.84
   407   Jon     October      23.52   17.57  184.38   18.80   47.81
   408   Leigh   April        23.65   11.57  191.19   21.54   70.65
   409   Jon     October      18.24   12.01  176.41   23.56   49.51
   410   Tom     April        25.10   11.03  149.78   30.92   18.94
   411   Tom     April        28.45   15.60  154.75   28.77   18.05
   412   Leigh   September    36.66   16.17  156.35   17.12   62.94
   413   Leigh   January      29.86   12.92  202.28   21.07   68.55
   414   Leigh   February     39.29   18.61  223.99   19.04   82.26
   415   Leigh   December     29.85   14.00  178.52   22.21   62.21
   416   Leigh   October      31.77   13.42  182.35   24.28   71.28
   417   Tom     August       23.58   14.43  224.90   32.81   21.09
   418   Leigh   April        22.91   10.86  193.49   18.04   69.81
   419   Jon     March        26.01   19.41  192.94   23.03   46.88
   420   Jon     March        27.10   15.15  185.96   20.37   52.43
   421   Jon     November     24.24   16.93  178.56   19.00   41.85
   422   Tom     October      22.24   16.56  202.51   26.01   18.69
   423   Tom     September    23.36   13.47  197.82   34.76   20.35
   424   Jon     September    28.13   14.05  161.69   20.35   47.92
   425   Tom     November     19.71    7.50  201.29   30.19   17.56
   426   Tom     June         23.47   13.29  171.63   34.38   19.66
   427   Leigh   August       30.27   14.20  205.47   29.85   69.50
   428   Jon     October      26.69   13.87  178.06   19.99   52.80
   429   Leigh   December     31.27   16.11  183.49   21.82   66.55
   430   Leigh   March        39.46   16.20  194.53   19.45   68.07
   431   Jon     March        25.88   13.12  184.41   26.34   48.43
   432   Leigh   October      32.73   11.12  174.69   24.50   67.71
   433   Leigh   March        34.47   20.05  188.70   21.26   68.18
   434   Tom     November     26.04   15.12  198.42   26.11   22.69
   435   Leigh   July         30.22   15.04  193.81   21.37  101.60
   436   Jon     August       18.59   17.16  198.83   30.67   49.42
   437   Tom     December     26.21   16.53  223.18   29.35   25.07
   438   Jon     April        20.82   12.60  178.65   20.85   48.80
   439   Tom     March        27.08   13.37  199.63   25.68   21.20
   440   Jon     November     26.05    9.61  178.65   19.21   49.30
   441   Leigh   September    32.98   15.50  162.16   18.62   68.89
   442   Leigh   January      27.13   11.53  201.84   19.34   71.37
   443   Tom     June         23.76   14.91  167.25   35.52   27.01
   444   Leigh   August       30.53   15.68  200.85   30.73   70.87
   445   Leigh   February     36.34   13.47  216.48   22.74   79.78
   446   Leigh   April        29.71   10.16  190.98   18.43   72.79
   447   Tom     October      23.21   14.12  202.10   28.66   20.18
   448   Tom     November     21.28   11.94  203.50   31.99   21.52
   449   Leigh   March        34.10   16.80  195.04   22.16   65.61
   450   Jon     January      27.40   15.47  199.18   23.59   51.64
   451   Leigh   October      38.53    7.94  181.00   25.00   70.36
   452   Leigh   February     35.44   17.01  223.75   20.21   80.03
   453   Leigh   February     36.39    9.05  215.88   17.34   80.66
   454   Jon     December     23.98   15.00  181.21   21.63   57.18
   455   Leigh   February     35.96   12.58  220.76   23.06   74.33
   456   Tom     November     24.50   10.15  202.17   31.96   14.60
   457   Leigh   August       29.79   12.74  201.78   30.59   68.99
   458   Jon     June         20.22   12.32  136.10   19.33   45.41
   459   Tom     November     24.33    9.40  206.90   29.16   20.98
   460   Tom     January      28.38   17.17  200.46   27.60   20.23
   461   Jon     September    26.64   16.67  161.41   18.23   51.13
   462   Tom     July         23.32   11.05  194.24   33.70   20.22
   463   Leigh   November     35.32   13.14  180.00   19.32   72.90
   464   Leigh   February     32.38   17.37  220.37   23.92   85.58
   465   Jon     July         18.71   12.57  195.69   26.01   78.10
   466   Leigh   April        24.06    9.94  190.79   19.01   68.77
   467   Jon     April        24.31   13.56  169.49   18.33   51.68
   468   Tom     July         24.50   13.86  192.18   36.68   14.72
   469   Leigh   April        26.09    9.17  186.82   20.82   70.24
   470   Jon     March        23.90   15.40  193.15   23.17   47.12
   471   Leigh   October      33.47   16.90  181.82   23.14   74.29
   472   Leigh   January      26.63    8.22  199.02   22.96   68.14
   473   Leigh   June         24.80   13.92  139.31   23.89   67.72
